mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_learning_rate,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
23.02718472480774,5.182703150312987,0.05299630165100098,0.011884854464331877,relu,0.0001,"(100,)",constant,adam,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'solver': 'adam'}",0.9995469475591799,0.9995469475591799,0.9996035791142824,0.9996035791142824,0.9994336523758283,0.9995469411445506,6.204847207080442e-05,1
22.207193231582643,1.2411447400996025,0.07751827239990235,0.007362912078397307,tanh,0.001,"(100,)",adaptive,adam,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'solver': 'adam'}",0.9995469475591799,0.9996035791142824,0.9994903160040775,0.9993770528938725,0.9996035566630798,0.9995242904468984,8.475415072578402e-05,2
25.913609886169432,2.5155705603519043,0.07914605140686035,0.0059382111875181465,tanh,0.0001,"(100,)",constant,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'solver': 'adam'}",0.99977347377959,0.9992637897836675,0.9995469475591799,0.9996602106693849,0.9993770176134111,0.9995242878810467,0.00018473216715192455,3
24.63202910423279,2.226173691925288,0.07917380332946777,0.0020365675392728594,tanh,1e-05,"(100,)",constant,adam,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'solver': 'adam'}",0.9996035791142824,0.9994903160040775,0.9995469475591799,0.9993770528938725,0.9994902871382455,0.9995016365419316,7.513111904749609e-05,4
35.86806349754333,6.976955753921142,0.08493375778198242,0.003914266523819592,tanh,1e-05,"(50, 50)",adaptive,adam,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'adaptive', 'solver': 'adam'}",0.9996602106693849,0.9992637897836675,0.9996035791142824,0.9993770528938725,0.9995469219006626,0.999490310872374,0.00014767506051891247,5
15.97103533744812,2.2727980205644056,0.05136895179748535,0.01242972221693279,tanh,0.0001,"(50,)",adaptive,adam,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'solver': 'adam'}",0.9995469475591799,0.9996602106693849,0.99932042133877,0.9994903160040775,0.9994336523758283,0.9994903095894481,0.00011326631820080713,6
16.994727849960327,0.7614911186375641,0.03639488220214844,0.005650653572764829,relu,0.001,"(100,)",constant,adam,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'solver': 'adam'}",0.9997168422244875,0.9996035791142824,0.999433684448975,0.9991505266734625,0.9994902871382455,0.9994789839198907,0.00019087404384714993,7
17.1103844165802,3.1768240625235618,0.043973779678344725,0.002306773157947843,tanh,1e-05,"(50,)",adaptive,adam,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'solver': 'adam'}",0.9997168422244875,0.9994903160040775,0.99932042133877,0.9994903160040775,0.9993770176134111,0.9994789826369648,0.00013592102494480732,8
26.788038873672484,4.5720529668473855,0.08494725227355956,0.007359590245971047,tanh,1e-05,"(100,)",adaptive,adam,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'solver': 'adam'}",0.9994903160040775,0.9994903160040775,0.9994903160040775,0.9995469475591799,0.9993770176134111,0.9994789826369648,5.550032848612794e-05,8
28.196976804733275,0.9567060612574578,0.08932843208312988,0.007262066275405369,tanh,0.001,"(50, 50)",adaptive,adam,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (50, 50), 'learning_rate': 'adaptive', 'solver': 'adam'}",0.9996035791142824,0.9993770528938725,0.9994903160040775,0.999433684448975,0.9994336523758283,0.9994676569674071,7.682161720787243e-05,10
16.271145725250243,2.6045882055423,0.048392963409423825,0.0070763495782533116,tanh,1e-05,"(50,)",constant,adam,"{'activation': 'tanh', 'alpha': 1e-05, 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'solver': 'adam'}",0.9995469475591799,0.9995469475591799,0.9994903160040775,0.999207158228565,0.9994902871382455,0.9994563312978496,0.0001271359834555736,11
